Creative_Type,Director,Distributor,IMDB_Rating,IMDB_Votes,MPAA_Rating,Major_Genre,Production_Budget,Release_Date,Rotten_Tomatoes_Rating,Running_Time_min,Source,Title,US_DVD_Sales,US_Gross,Worldwide_Gross
Contemporary Fiction,Michael Caton-Jones,Warner Bros.,6.1,13487.0,R,Drama,40000000.0,6-Sep-02,48.0,,Based on Magazine Article,City by the Sea,,22433915.0,22433915.0
,,,7.1,202.0,,,250000.0,11-Sep-98,,,,The Cube,,489220.0,489220.0
Contemporary Fiction,,Walt Disney Pictures,5.3,33808.0,PG-13,Drama,45000000.0,4-Aug-00,21.0,101.0,Based on Real Life Events,Coyote Ugly,,60786269.0,115786269.0
Contemporary Fiction,,Universal,6.7,5393.0,G,Comedy,50000000.0,10-Feb-06,69.0,,Based on Book/Short Story,Curious George,47809786.0,58640119.0,70114174.0
Fantasy,Wes Craven,Miramax/Dimension,4.8,14425.0,PG-13,Horror,35000000.0,25-Feb-05,,,Original Screenplay,Cursed,,19294901.0,25114901.0
Contemporary Fiction,,Lionsgate,4.9,340.0,R,Drama,500000.0,29-Aug-03,,,Original Screenplay,Civil Brand,,254293.0,254293.0
Kids Fiction,Phil Lord,Sony Pictures,7.2,19913.0,PG,Comedy,100000000.0,18-Sep-09,86.0,90.0,Based on Book/Short Story,Cloudy with a Chance of Meatballs,42574228.0,124870275.0,139525862.0
Dramatization,Mike Nichols,Universal,7.3,43168.0,R,Drama,75000000.0,21-Dec-07,81.0,,Based on Book/Short Story,Charlie Wilson's War,17517037.0,66661095.0,118661095.0
,Mark Duplass,Fox Searchlight,,,R,Comedy,7000000.0,18-Jun-10,81.0,,Original Screenplay,Cyrus,,7426671.0,8514729.0
Contemporary Fiction,,Sony Pictures,2.4,6809.0,PG,Comedy,76000000.0,8-Aug-07,1.0,85.0,Original Screenplay,Daddy Day Camp,5405521.0,13235267.0,18197398.0
Contemporary Fiction,Steve Carr,Sony Pictures,5.5,14944.0,PG,Comedy,60000000.0,9-May-03,28.0,92.0,Original Screenplay,Daddy Day Care,,104148781.0,164285587.0
Historical Fiction,Brian De Palma,Universal,5.6,35210.0,R,Thriller/Suspense,60000000.0,15-Sep-06,33.0,121.0,Based on Book/Short Story,The Black Dahlia,12350794.0,22672813.0,46672813.0
Contemporary Fiction,,Lionsgate,4.9,5565.0,PG-13,Drama,5500000.0,25-Feb-05,16.0,116.0,Based on Play,Diary of a Mad Black Woman,,50406346.0,50425450.0
Contemporary Fiction,Damien Wayans,Paramount Pictures,3.4,5002.0,PG-13,Comedy,25000000.0,22-May-09,17.0,83.0,Original Screenplay,Dance Flick,,25662155.0,32092761.0
Contemporary Fiction,,Sony Pictures,,,PG,Comedy,2300000.0,1-May-98,80.0,,Original Screenplay,"Dancer, Texas Pop. 81",,574838.0,574838.0
Super Hero,Mark Steven Johnson,20th Century Fox,5.5,63574.0,PG-13,Action,80000000.0,14-Feb-03,44.0,105.0,Based on Comic/Graphic Novel,Daredevil,,102543518.0,179179718.0
Fantasy,Alex Proyas,New Line,7.8,62991.0,R,Thriller/Suspense,27000000.0,27-Feb-98,77.0,,Original Screenplay,Dark City,,14435076.0,27257061.0
Fantasy,Chris Weitz,New Line,,,PG-13,Adventure,205000000.0,1-Dec-07,,,Based on Book/Short Story,His Dark Materials: The Golden Compass,41772382.0,70107728.0,372234864.0
Fantasy,Richard Kelly,Newmarket Films,8.3,210713.0,R,Drama,4500000.0,26-Oct-01,84.0,,Original Screenplay,Donnie Darko,,1270522.0,4116307.0
Fantasy,Walter Salles,Walt Disney Pictures,5.6,19652.0,PG-13,Thriller/Suspense,60000000.0,8-Jul-05,46.0,,Remake,Dark Water,,25473093.0,49473093.0
Contemporary Fiction,Robert Luketic,Dreamworks SKG,5.7,10366.0,PG-13,Romantic Comedy,24000000.0,23-Jan-04,52.0,,Original Screenplay,Win a Date with Tad Hamilton!,,16980098.0,16980098.0
Contemporary Fiction,Jason Friedberg,20th Century Fox,2.6,31821.0,PG-13,Comedy,20000000.0,17-Feb-06,6.0,,Original Screenplay,Date Movie,18840886.0,48548426.0,84548426.0
Contemporary Fiction,Shawn Levy,20th Century Fox,6.5,22925.0,PG-13,Comedy,55000000.0,9-Apr-10,67.0,,Original Screenplay,Date Night,19432795.0,98711404.0,152253432.0
Science Fiction,Zack Snyder,Universal,7.4,73875.0,R,Horror,28000000.0,19-Mar-04,76.0,100.0,Remake,Dawn of the Dead,,58990765.0,102290765.0
Science Fiction,Michael Spierig,Lionsgate,6.6,28241.0,R,Thriller/Suspense,20000000.0,8-Jan-10,,,Original Screenplay,Daybreakers,11463099.0,30101577.0,48969954.0
Fantasy,Steve Miner,Warner Bros.,4.5,8395.0,R,Horror,18000000.0,8-Apr-08,,,Remake,Day of the Dead,,0.0,0.0
Dramatization,Denzel Washington,Weinstein Co.,7.6,14530.0,PG-13,Drama,15000000.0,25-Dec-07,79.0,130.0,Based on Real Life Events,The Great Debaters,24133037.0,30226144.0,30226144.0
Contemporary Fiction,Bruce Beresford,Paramount Pictures,6.0,28887.0,R,Action,40000000.0,24-Sep-99,25.0,105.0,Original Screenplay,Double Jeopardy,,116735231.0,177835231.0
,,Vitagraph Films,7.4,10383.0,R,,19700000.0,21-Aug-09,,149.0,,Der Baader Meinhof Komplex,,476270.0,16498827.0
Contemporary Fiction,Renny Harlin,Warner Bros.,5.6,44191.0,R,Action,60000000.0,28-Jul-99,57.0,105.0,Original Screenplay,Deep Blue Sea,,73648228.0,165048228.0
Contemporary Fiction,John Schultz,20th Century Fox,5.1,6968.0,PG-13,Comedy,8000000.0,1-Oct-99,26.0,91.0,Based on Book/Short Story,Drive Me Crazy,,17843379.0,22591451.0
Factual,Michel Gondry,Focus Features,,,R,Documentary,3000000.0,3-Mar-06,,,Based on Real Life Events,Dave Chappelle's Block Party,18713941.0,11718595.0,12051924.0
Contemporary Fiction,,Fine Line,7.8,36542.0,R,Musical,12500000.0,22-Sep-00,68.0,,Original Screenplay,Dancer in the Dark,,4157491.0,45557491.0
Fantasy,George A. Romero,Weinstein Co.,6.0,20792.0,R,Horror,2750000.0,15-Feb-08,,,Original Screenplay,Diary of the Dead,4653193.0,952620.0,4726656.0
Contemporary Fiction,Lasse Hallstrom,Sony/Screen Gems,7.0,246.0,PG-13,Drama,25000000.0,5-Feb-10,28.0,,Based on Book/Short Story,Dear John,19179552.0,80014842.0,112014842.0
,Thomas Vinterberg,WellSpring,6.6,5574.0,Not Rated,Drama,8000000.0,23-Sep-05,37.0,,Original Screenplay,Dear Wendy,,23106.0,446438.0
,Angela Robinson,Samuel Goldwyn Films,5.1,6675.0,PG-13,Action,3500000.0,25-Mar-05,,,Original Screenplay,D.E.B.S.,,96793.0,96793.0
Contemporary Fiction,Woody Allen,Fine Line,7.2,16820.0,R,Romantic Comedy,20000000.0,12-Dec-97,70.0,,Original Screenplay,Deconstructing Harry,,10686841.0,10686841.0
Contemporary Fiction,,Sony Pictures,5.5,39756.0,PG-13,Comedy,50000000.0,28-Jun-02,22.0,96.0,Based on Book/Short Story,Mr. Deeds,,126293452.0,171269535.0
Contemporary Fiction,,Sony Pictures,6.0,5790.0,PG-13,Drama,40000000.0,12-Mar-99,42.0,,Based on Book/Short Story,The Deep End of the Ocean,,13508635.0,13508635.0
Contemporary Fiction,Stephen Sommers,Walt Disney Pictures,5.7,12484.0,R,Action,45000000.0,30-Jan-98,30.0,,Original Screenplay,Deep Rising,,11203026.0,11203026.0
Contemporary Fiction,,Universal,,,PG-13,Romantic Comedy,7000000.0,14-Feb-08,71.0,,Original Screenplay,"Definitely, Maybe",12928344.0,32241649.0,55534224.0
Contemporary Fiction,Neil LaBute,Sony Pictures,5.1,6628.0,R,Comedy,21000000.0,16-Apr-10,38.0,,Remake,Death at a Funeral,9750680.0,42739347.0,42739347.0
Science Fiction,Tony Scott,Walt Disney Pictures,7.0,66106.0,PG-13,Thriller/Suspense,80000000.0,22-Nov-06,,126.0,Original Screenplay,DÈj‡ Vu,40502497.0,64038616.0,181038616.0
Kids Fiction,,Freestyle Releasing,4.4,1177.0,PG,Adventure,40000000.0,12-Dec-08,12.0,88.0,Original Screenplay,Delgo,,915840.0,915840.0
,,Universal,7.7,10529.0,PG,Comedy,69000000.0,9-Jul-10,80.0,95.0,,Despicable Me,,244885070.0,333572855.0
Contemporary Fiction,,Sony Pictures,4.3,18228.0,R,Comedy,22000000.0,12-Aug-05,10.0,,Original Screenplay,Deuce Bigalow: European Gigolo,,22400154.0,44400154.0
Contemporary Fiction,,Walt Disney Pictures,5.6,25397.0,R,Comedy,18000000.0,10-Dec-99,23.0,88.0,Original Screenplay,Deuce Bigalow: Male Gigolo,,65535067.0,92935067.0
Contemporary Fiction,Alan J. Pakula,Sony Pictures,5.8,21331.0,R,Thriller/Suspense,90000000.0,26-Mar-97,29.0,,Based on Book/Short Story,The Devil's Own,,42885593.0,140900000.0
Fantasy,,Sony Pictures,4.6,12771.0,PG-13,Horror,7000000.0,24-Jan-03,8.0,86.0,Original Screenplay,Darkness Falls,,32539681.0,32539681.0
Historical Fiction,Edward Zwick,Paramount Vantage,5.9,362.0,R,Drama,50000000.0,31-Dec-08,56.0,,Original Screenplay,Defiance,13421577.0,28644813.0,42268745.0
Historical Fiction,,Warner Bros.,5.9,482.0,PG,Drama,7000000.0,27-Aug-99,17.0,,Based on Book/Short Story,A Dog of Flanders,,2165637.0,2165637.0
Fantasy,Tom Shadyac,Universal,5.8,14098.0,PG-13,Drama,60000000.0,22-Feb-02,7.0,104.0,Original Screenplay,Dragonfly,,30063805.0,30063805.0
Contemporary Fiction,,First Look,6.8,7122.0,R,Thriller/Suspense,3300000.0,29-Dec-06,73.0,,Original Screenplay,The Dead Girl,,19875.0,19875.0
Dramatization,Catherine Hardwicke,Sony/TriStar,,,PG-13,Action,25000000.0,3-Jun-05,,,Original Screenplay,The Lords of Dogtown,,11273517.0,11354893.0
Historical Fiction,Andrew Fleming,Sony Pictures,6.1,10451.0,PG-13,Comedy,13000000.0,4-Aug-99,70.0,,Original Screenplay,Dick,,6276869.0,6276869.0
Contemporary Fiction,Len Wiseman,20th Century Fox,7.5,130559.0,PG-13,Action,110000000.0,27-Jun-07,82.0,128.0,Based on Book/Short Story,Live Free or Die Hard,100774964.0,134529403.0,383531464.0
Kids Fiction,,20th Century Fox,4.6,1727.0,PG,Adventure,5000000.0,6-Oct-00,,,Based on TV,Digimon: The Movie,,9628751.0,16628751.0
Contemporary Fiction,,MGM,4.8,207.0,PG-13,Comedy,13000000.0,12-Jun-98,17.0,,Original Screenplay,Dirty Work,,10020081.0,10020081.0
Science Fiction,Pierre Morel,Magnolia Pictures,7.1,21427.0,R,Action,15000000.0,2-Jun-06,,85.0,Original Screenplay,Banlieue 13,,1200216.0,11208291.0
Contemporary Fiction,Jason Friedberg,Lionsgate,1.7000000000000002,34928.0,PG-13,Comedy,20000000.0,29-Aug-08,2.0,88.0,Original Screenplay,Disaster Movie,9859088.0,14190901.0,34690901.0
Science Fiction,Neill Blomkamp,Sony Pictures,8.3,151742.0,R,Thriller/Suspense,30000000.0,14-Aug-09,91.0,111.0,Original Screenplay,District 9,30058184.0,115646235.0,206552113.0
Contemporary Fiction,,MGM,5.2,9394.0,R,Thriller/Suspense,15000000.0,24-Jul-98,30.0,83.0,Original Screenplay,Disturbing Behavior,,17507368.0,17507368.0
Dramatization,Julian Schnabel,Miramax,8.0,31172.0,PG-13,Drama,14000000.0,30-Nov-07,,,Based on Book/Short Story,Le Scaphandre et le Papillon,2354497.0,5990075.0,19689095.0
Contemporary Fiction,Ron Shelton,MGM,6.6,10881.0,R,Drama,15000000.0,21-Feb-03,57.0,,Original Screenplay,Dark Blue,,9237470.0,11933396.0
,,Fox Searchlight,5.8,520.0,R,,3250000.0,29-Oct-99,,,,Dreaming of Joseph Lees,,7680.0,7680.0
Historical Fiction,,MGM,6.5,6086.0,PG-13,Drama,4000000.0,25-Jun-04,49.0,,Based on Real Life Events,De-Lovely,,13337299.0,18396382.0
Contemporary Fiction,Tyler Perry,Lionsgate,3.9,5369.0,PG-13,Comedy,10000000.0,24-Feb-06,26.0,,Based on Play,Madea's Family Reunion,26508859.0,63257940.0,63308879.0
Contemporary Fiction,,Paramount Pictures,5.6,7109.0,R,Black Comedy,14000000.0,21-Aug-98,15.0,93.0,Original Screenplay,Dead Man on Campus,,15064948.0,15064948.0
Contemporary Fiction,,Destination Films,5.3,7606.0,PG-13,Comedy,16000000.0,3-Mar-00,29.0,,Original Screenplay,Drowning Mona,,15427192.0,15427192.0
,,Miramax,5.3,976.0,PG-13,,11900000.0,10-Dec-99,26.0,,,Diamonds,,81897.0,81897.0
Science Fiction,,Universal,6.0,34035.0,R,Action,33000000.0,14-Mar-08,48.0,,Original Screenplay,Doomsday,8666480.0,11008770.0,21621188.0
Contemporary Fiction,,Magnolia Pictures,5.4,4551.0,R,Thriller/Suspense,750000.0,23-Jan-09,,,Original Screenplay,Donkey Punch,,19367.0,19367.0
Kids Fiction,,Walt Disney Pictures,6.2,13962.0,PG,Adventure,127500000.0,19-May-00,65.0,82.0,Original Screenplay,Dinosaur,,137748063.0,356148063.0
Fantasy,Corey Yuen,Weinstein/Dimension,4.9,16646.0,PG-13,Action,30000000.0,15-Jun-07,34.0,,Based on Game,DOA: Dead or Alive,1370874.0,480314.0,2670860.0
Kids Fiction,,Weinstein Co.,2.5,2709.0,G,Adventure,20000000.0,2006-01-01,,,Based on TV,Doogal,,7578946.0,26942802.0
Contemporary Fiction,Kevin Smith,Lionsgate,7.3,100476.0,R,Comedy,10000000.0,12-Nov-99,68.0,135.0,Original Screenplay,Dogma,,30651422.0,43948865.0
Contemporary Fiction,Harold Becker,Paramount Pictures,5.3,10778.0,PG-13,Thriller/Suspense,53000000.0,2-Nov-01,24.0,89.0,Original Screenplay,Domestic Disturbance,,45207112.0,45207112.0
Dramatization,Tony Scott,New Line,5.9,32560.0,R,Action,50000000.0,14-Oct-05,19.0,133.0,Based on Real Life Events,Domino,15573570.0,10169202.0,17759202.0
Dramatization,Mike Newell,Sony Pictures,7.7,65462.0,R,Drama,35000000.0,28-Feb-97,87.0,121.0,Based on Real Life Events,Donnie Brasco,,41954997.0,55954997.0
Science Fiction,Andrzej Bartkowiak,Universal,5.2,39473.0,R,Horror,70000000.0,21-Oct-05,19.0,,Based on Game,Doom,28563264.0,28212337.0,54612337.0
Historical Fiction,,Miramax,,,PG-13,Drama,20000000.0,12-Dec-08,78.0,,Based on Play,Doubt,12876746.0,33422556.0,50923043.0
Kids Fiction,,Walt Disney Pictures,4.8,920.0,G,Adventure,5000000.0,26-Mar-99,,77.0,Based on TV,Doug's 1st Movie,,19421271.0,19421271.0
Dramatization,,Newmarket Films,6.1,404.0,R,Drama,13500000.0,18-Feb-05,,,Based on Real Life Events,Downfall,,5501940.0,92101940.0
Contemporary Fiction,,Fox Searchlight,6.6,6734.0,R,Thriller/Suspense,3000000.0,8-Aug-01,81.0,,Based on Book/Short Story,The Deep End,,8823109.0,8823109.0
Science Fiction,Mimi Leder,Paramount Pictures,6.0,54160.0,PG-13,Adventure,80000000.0,8-May-98,47.0,120.0,Original Screenplay,Deep Impact,,140464664.0,349464664.0
Contemporary Fiction,Martin Scorsese,Warner Bros.,8.5,264148.0,R,Drama,90000000.0,6-Oct-06,93.0,152.0,Remake,The Departed,140689412.0,133311000.0,290539042.0
Contemporary Fiction,,Miramax,4.8,14077.0,R,Horror,28000000.0,22-Dec-00,15.0,99.0,Original Screenplay,Dracula 2000,,33000377.0,33000377.0
Science Fiction,Paul Anderson,Universal,6.6,40611.0,R,Action,65000000.0,22-Aug-08,41.0,105.0,Remake,Death Race,24667330.0,36316032.0,72516819.0
Fantasy,Sam Raimi,Universal,7.1,51343.0,PG-13,Horror,30000000.0,29-May-09,92.0,99.0,Original Screenplay,Drag Me To Hell,13123388.0,42100625.0,85724728.0
Historical Fiction,Ang Lee,Sony Pictures Classics,,,PG-13,Drama,15000000.0,8-Dec-00,,120.0,Based on Book/Short Story,"Crouching Tiger, Hidden Dragon",,128067808.0,213200000.0
Contemporary Fiction,,Weinstein Co.,3.4,3317.0,R,Action,22000000.0,11-Nov-05,20.0,,Based on Book/Short Story,Derailed,27718572.0,36020063.0,54962616.0
Kids Fiction,Steve Carr,20th Century Fox,6.0,2993.0,PG,Comedy,72000000.0,22-Jun-01,,87.0,Remake,Doctor Dolittle 2,,112950721.0,176101721.0
Kids Fiction,Betty Thomas,20th Century Fox,5.2,25648.0,PG-13,Comedy,71500000.0,26-Jun-98,,85.0,Remake,Doctor Dolittle,,144156605.0,294156605.0
Contemporary Fiction,,Paramount Pictures,5.5,6949.0,PG-13,Comedy,17000000.0,5-Sep-03,,,Original Screenplay,Dickie Roberts: Former Child Star,,22734486.0,23734486.0
Contemporary Fiction,,Paramount Pictures,5.9,19388.0,PG-13,Comedy,40000000.0,21-Mar-08,26.0,,Original Screenplay,Drillbit Taylor,12040874.0,32862104.0,49686263.0
,,Sony Pictures Classics,6.7,5380.0,PG-13,,4700000.0,13-Oct-06,48.0,98.0,,Driving Lessons,,239962.0,239962.0
Contemporary Fiction,Renny Harlin,Warner Bros.,4.2,18795.0,PG-13,Action,72000000.0,27-Apr-01,13.0,117.0,Original Screenplay,Driven,,32616869.0,54616869.0
Contemporary Fiction,,Miramax/Dimension,5.3,9979.0,PG-13,Horror,10600000.0,25-Dec-04,4.0,,Original Screenplay,Darkness,,22163442.0,34409206.0
Contemporary Fiction,Hugh Hudson,Sony Pictures,5.2,2298.0,PG-13,Drama,34000000.0,5-May-00,9.0,,Based on Book/Short Story,I Dreamed of Africa,,6543194.0,6543194.0
Science Fiction,Lawrence Kasdan,Warner Bros.,5.3,34141.0,R,Drama,68000000.0,21-Mar-03,30.0,136.0,Based on Book/Short Story,Dreamcatcher,,33685268.0,75685268.0
Historical Fiction,Bill Condon,Paramount Pictures,6.6,28016.0,PG-13,Musical,75000000.0,15-Dec-06,78.0,130.0,Based on Musical/Opera,Dreamgirls,53674555.0,103365956.0,154965956.0
Historical Fiction,,New Line,6.4,15092.0,R,Comedy,16000000.0,13-Aug-99,47.0,,Original Screenplay,Detroit Rock City,,4217115.0,4217115.0
Contemporary Fiction,,New Line,6.2,16344.0,PG-13,Comedy,10000000.0,23-Jul-99,45.0,,Original Screenplay,Drop Dead Gorgeous,,10571408.0,10571408.0
Contemporary Fiction,,20th Century Fox,5.2,18165.0,PG-13,Comedy,20000000.0,13-Dec-02,81.0,118.0,Original Screenplay,Drumline,,56398162.0,56398162.0
Contemporary Fiction,,Miramax,,,R,Action,2000000.0,20-Oct-00,,,Original Screenplay,The Legend of Drunken Master,,11546543.0,11546543.0
Contemporary Fiction,,Access Motion Picture Group,7.2,2991.0,R,Drama,2000000.0,28-Sep-01,,,Original Screenplay,Dinner Rush,,638227.0,1075504.0
Contemporary Fiction,,Lionsgate,7.4,58176.0,R,Thriller/Suspense,7000000.0,4-Aug-06,,99.0,Original Screenplay,The Descent,22484444.0,26024456.0,57029609.0
Factual,,Miramax,5.9,501.0,R,Concert/Performance,3000000.0,4-Apr-03,43.0,,Original Screenplay,DysFunkTional Family,,2255000.0,2255000.0
Kids Fiction,,Sony Pictures,3.0,10050.0,PG,Comedy,16000000.0,2-Aug-02,2.0,80.0,Original Screenplay,The Master of Disguise,,40363530.0,40363530.0
,,Goldwyn Entertainment,6.0,1412.0,R,,5000000.0,4-Jun-99,,,,Desert Blue,,99147.0,99147.0
Contemporary Fiction,D.J. Caruso,Paramount Pictures,7.0,72231.0,PG-13,Thriller/Suspense,20000000.0,13-Apr-07,68.0,104.0,Original Screenplay,Disturbia,34508128.0,80209692.0,117573043.0
Contemporary Fiction,,Walt Disney Pictures,6.8,162.0,PG-13,Action,24000000.0,12-Jan-01,12.0,88.0,Remake,Double Take,,29823162.0,29823162.0
Contemporary Fiction,Frank Oz,MGM,5.1,6628.0,R,Comedy,20000000.0,17-Aug-07,61.0,90.0,Original Screenplay,Death at a Funeral,,8580428.0,34743644.0
,,,6.3,1776.0,R,Thriller/Suspense,800000.0,10-Mar-00,45.0,,,Deterrence,,144583.0,371647.0
Contemporary Fiction,Stephen Frears,Miramax,7.5,18554.0,R,Drama,10000000.0,18-Jul-03,,,Original Screenplay,Dirty Pretty Things,,8112414.0,13904766.0
Kids Fiction,Hugh Wilson,Universal,3.6,4628.0,PG,Comedy,22000000.0,27-Aug-99,14.0,,Based on TV,Dudley Do-Right,,9818792.0,9818792.0
Contemporary Fiction,,Walt Disney Pictures,5.7,5340.0,R,Drama,16000000.0,15-Sep-00,21.0,,Original Screenplay,Duets,,4734235.0,4734235.0
Contemporary Fiction,Jay Chandrasekhar,Warner Bros.,4.7,27016.0,PG-13,Comedy,53000000.0,5-Aug-05,13.0,105.0,Based on TV,The Dukes of Hazzard,,80270227.0,110570227.0
,,Warner Bros.,7.2,2966.0,PG,Adventure,12000000.0,30-Sep-05,93.0,,Based on Book/Short Story,Duma,,870067.0,994790.0
Contemporary Fiction,,New Line,3.3,14813.0,PG-13,Comedy,30000000.0,13-Jun-03,10.0,85.0,Original Screenplay,Dumb and Dumberer: When Harry Met Lloyd,,26214846.0,26214846.0
Fantasy,,Warner Bros.,,,,,15000000.0,8-Oct-05,,,Based on Game,Dungeons & Dragons 2: The Elemental Might,,0.0,909822.0
Fantasy,,New Line,3.6,16954.0,PG-13,Adventure,35000000.0,8-Dec-00,,,Based on Game,Dungeons and Dragons,,15185241.0,33771965.0
Contemporary Fiction,Danny De Vito,Miramax,5.7,19238.0,PG-13,Comedy,40000000.0,26-Sep-03,,,Original Screenplay,Duplex,,9652000.0,10070651.0
Contemporary Fiction,,Universal,6.1,164.0,PG-13,Comedy,54000000.0,14-Jul-06,21.0,,Original Screenplay,"You, Me and Dupree",41651251.0,75802010.0,130402010.0
Contemporary Fiction,Taylor Hackford,Warner Bros.,,,R,Drama,57000000.0,17-Oct-97,,144.0,Based on Book/Short Story,Devil's Advocate,,61007424.0,153007424.0
Contemporary Fiction,Ron Howard,Sony Pictures,6.4,116903.0,PG-13,Thriller/Suspense,125000000.0,19-May-06,25.0,,Based on Book/Short Story,The Da Vinci Code,100178981.0,217536138.0,757236138.0
Fantasy,,Freestyle Releasing,3.8,14081.0,PG-13,Action,32000000.0,14-Sep-07,,90.0,Traditional/Legend/Fairytale,D-War,7614486.0,10977721.0,79915361.0
Historical Fiction,,MGM,5.3,4010.0,R,Drama,10000000.0,3-May-02,3.0,,Original Screenplay,Deuces Wild,,6044618.0,6044618.0
Fantasy,Paul Weitz,Paramount Pictures,5.0,9193.0,PG-13,Comedy,30000000.0,16-Feb-01,19.0,87.0,Remake,Down to Earth,,64172251.0,71172251.0
Contemporary Fiction,,Miramax,4.4,7095.0,PG-13,Romantic Comedy,9000000.0,21-Jan-00,3.0,92.0,Original Screenplay,Down to You,,20035310.0,20035310.0
Dramatization,Todd Haynes,Weinstein Co.,7.1,23078.0,R,Drama,20000000.0,21-Nov-07,76.0,,Based on Real Life Events,I'm Not There,6017494.0,4017609.0,11498547.0
Contemporary Fiction,,Sony/Screen Gems,7.7,483.0,PG-13,Comedy,8000000.0,17-Sep-10,80.0,,Based on Book/Short Story,Easy A,,21056221.0,22156221.0
,,Magnolia Pictures,6.2,790.0,R,,3000000.0,26-Feb-10,,,,The Eclipse,,133411.0,133411.0
Contemporary Fiction,Martin Campbell,Warner Bros.,6.7,24174.0,R,Drama,60000000.0,29-Jan-10,55.0,,Based on TV,Edge of Darkness,12665512.0,43313890.0,78739628.0
Contemporary Fiction,Ron Howard,Universal,6.0,21734.0,PG-13,Comedy,60000000.0,26-Mar-99,62.0,122.0,Original Screenplay,EDtv,,22508689.0,35319689.0
Dramatization,,Sony Pictures Classics,7.5,22855.0,PG-13,Drama,7500000.0,9-Oct-09,94.0,,Based on Factual Book/Article,An Education,1765115.0,12574914.0,14134502.0
Contemporary Fiction,,Miramax,6.7,8351.0,R,Comedy,3000000.0,14-Apr-00,,,Based on Play,East is East,,4170647.0,4170647.0
Contemporary Fiction,,Orion Pictures,4.8,5127.0,R,Black Comedy,3000000.0,18-Apr-97,11.0,,Original Screenplay,8 Heads in a Duffel Bag,,3602884.0,4002884.0
Contemporary Fiction,D.J. Caruso,Paramount Pictures,6.6,52336.0,PG-13,Thriller/Suspense,80000000.0,26-Sep-08,27.0,117.0,Original Screenplay,Eagle Eye,38374936.0,101440743.0,178066569.0
Contemporary Fiction,Joel Schumacher,Sony Pictures,6.3,47753.0,R,Thriller/Suspense,40000000.0,26-Feb-99,22.0,119.0,Original Screenplay,8MM,,36443442.0,96398826.0
Dramatization,,Miramax,5.8,44.0,R,Drama,5500000.0,14-Dec-01,79.0,,Based on Book/Short Story,Iris,,5580479.0,15035827.0
Contemporary Fiction,Alexander Payne,Paramount Pictures,7.4,37454.0,R,Black Comedy,8500000.0,23-Apr-99,92.0,103.0,Based on Book/Short Story,Election,,14943582.0,14943582.0
Super Hero,,20th Century Fox,4.9,27283.0,PG-13,Action,65000000.0,14-Jan-05,10.0,,Spin-Off,Elektra,,24409722.0,56409722.0
Kids Fiction,Jon Favreau,New Line,6.8,42123.0,PG,Comedy,32000000.0,7-Nov-03,84.0,95.0,Original Screenplay,Elf,,173398518.0,220443451.0
Dramatization,Shekhar Kapur,Gramercy,7.6,33773.0,R,Drama,25000000.0,6-Nov-98,81.0,124.0,Based on Real Life Events,Elizabeth,,30082699.0,82150642.0
