Aircraft__Airline_Operator,Aircraft__Make_Model,Airport__Name,Cost__Other,Cost__Repair,Cost__Total_$,Effect__Amount_of_damage,Flight_Date,Origin_State,Speed_IAS_in_knots,When__Phase_of_flight,When__Time_of_day,Wildlife__Size,Wildlife__Species
AMERICAN EAGLE AIRLINES,SAAB-340,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/28/96 0:00,Texas,,Approach,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,RONALD REAGAN WASHINGTON NATL,0,0,0,None,10/28/96 0:00,DC,140.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,BALTIMORE WASH INTL,0,0,0,None,10/28/96 0:00,Maryland,250.0,Approach,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-400,GREATER PITTSBURGH,0,0,0,None,10/28/96 0:00,Pennsylvania,,Climb,Night,Medium,Unknown bird - medium
AMERICA WEST AIRLINES,A-320,RONALD REAGAN WASHINGTON NATL,0,0,0,None,10/28/96 0:00,DC,140.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,RONALD REAGAN WASHINGTON NATL,0,0,0,None,10/28/96 0:00,DC,,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737,SAN ANTONIO INTL,0,0,0,None,10/29/96 0:00,Texas,155.0,Climb,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-767-200,JOHN F KENNEDY INTL,0,0,0,Minor,10/29/96 0:00,New York,250.0,Climb,Night,Medium,Unknown bird - medium
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/29/96 0:00,Louisiana,159.0,Approach,Night,Medium,Unknown bird or bat
DELTA AIR LINES,B-767,PHILADELPHIA INTL,0,0,0,None,10/29/96 0:00,Pennsylvania,210.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/29/96 0:00,Texas,250.0,Descent,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-200,HOUSTON-HOBBY,0,0,0,None,10/29/96 0:00,Texas,320.0,Descent,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/29/96 0:00,Hawaii,110.0,Landing Roll,Day,Small,Unknown bird - small
DELTA AIR LINES,B-737-200,NEWARK LIBERTY INTL ARPT,0,0,0,None,10/29/96 0:00,New Jersey,250.0,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-200,CHICAGO MIDWAY INTL ARPT,0,0,0,Minor,10/30/96 0:00,Illinois,250.0,Descent,Day,Large,Canada goose
AMERICAN AIRLINES,B-727,NEW ORLEANS INTL,0,0,0,None,10/30/96 0:00,Louisiana,,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,CHICAGO O'HARE INTL ARPT,0,0,0,None,10/30/96 0:00,Illinois,140.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/30/96 0:00,Louisiana,120.0,Climb,Night,Medium,Unknown bird or bat
SOUTHWEST AIRLINES,B-737-300,LAMBERT-ST LOUIS INTL,0,0,0,None,10/30/96 0:00,Missouri,210.0,Descent,Night,Medium,Unknown bird - medium
BUSINESS,B-727,LAMBERT-ST LOUIS INTL,0,0,0,Medium,10/30/96 0:00,Missouri,200.0,Approach,Night,Small,Unknown bird - small
BUSINESS,C-402,INDIANAPOLIS INTL,14850,742,15592,Substantial,10/31/96 0:00,Indiana,180.0,Approach,Night,Medium,Unknown bird - medium
MESABA AIRLINES,DHC8 DASH 8,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,Minor,10/31/96 0:00,Michigan,120.0,Approach,Night,Medium,Unknown bird - medium
BUSINESS,C-340,PORT COLUMBUS INTL,0,0,0,Minor,11/1/96 0:00,Ohio,185.0,Descent,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,LAMBERT-ST LOUIS INTL,0,0,0,None,11/1/96 0:00,Missouri,200.0,Approach,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,HONOLULU INTL ARPT,0,0,0,None,11/1/96 0:00,Hawaii,100.0,Take-off run,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,PHOENIX SKY HARBOR,0,0,0,None,11/1/96 0:00,Arizona,140.0,Approach,Night,Small,Unknown bird - small
US AIRWAYS*,B-737-400,GREATER PITTSBURGH,0,0,0,None,11/1/96 0:00,Pennsylvania,250.0,Descent,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-200,BALTIMORE WASH INTL,0,0,0,None,11/2/96 0:00,Maryland,170.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,NEWARK LIBERTY INTL ARPT,0,0,0,Minor,11/3/96 0:00,New Jersey,250.0,Approach,Night,Large,Unknown bird - large
DELTA AIR LINES,B-727,PHILADELPHIA INTL,0,0,0,Minor,11/3/96 0:00,Pennsylvania,,Landing Roll,Day,Medium,Unknown bird - medium
US AIRWAYS*,FOKKER F100,GREATER PITTSBURGH,0,0,0,Minor,11/3/96 0:00,Pennsylvania,250.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,LAGUARDIA NY,0,0,0,None,11/4/96 0:00,New York,250.0,Climb,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,LOUISVILLE INTL ARPT,0,0,0,None,11/5/96 0:00,Kentucky,,Landing Roll,Day,Small,Unknown bird - small
BUSINESS,A-320,CHICAGO O'HARE INTL ARPT,0,0,0,Substantial,11/7/96 0:00,Illinois,170.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-757-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/7/96 0:00,Texas,240.0,Approach,Night,Medium,Unknown bird - medium
BUSINESS,CL-601/604,RONALD REAGAN WASHINGTON NATL,0,0,0,None,11/8/96 0:00,DC,140.0,Approach,Night,Medium,Unknown bird - medium
HAWAIIAN AIR,DC-9-30,LIHUE ARPT,0,0,0,None,11/8/96 0:00,Hawaii,130.0,Climb,Day,Small,Unknown bird - small
US AIRWAYS*,DC-9-30,PHILADELPHIA INTL,0,0,0,None,11/9/96 0:00,Pennsylvania,140.0,Approach,Night,Medium,Unknown bird - medium
ALASKA AIRLINES,MD-80,SACRAMENTO INTL,0,0,0,None,11/9/96 0:00,California,140.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,CHICAGO O'HARE INTL ARPT,0,0,0,None,11/9/96 0:00,Illinois,,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/9/96 0:00,Texas,145.0,Approach,Night,Small,Unknown bird - small
AMERICA WEST AIRLINES,B-737,SAN ANTONIO INTL,0,0,0,None,11/10/96 0:00,Texas,,Climb,Day,Medium,Unknown bird - medium
JAPAN AIRLINES,B-747,HONOLULU INTL ARPT,0,0,0,Minor,11/10/96 0:00,Hawaii,,Descent,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-82,AUSTIN-BERGSTROM INTL,0,0,0,None,11/10/96 0:00,Texas,150.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/11/96 0:00,Texas,,Landing Roll,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/12/96 0:00,Texas,140.0,Approach,Night,Medium,Unknown bird - medium
NORTHWEST AIRLINES,DC-10,WASHINGTON DULLES INTL ARPT,0,0,0,Minor,11/13/96 0:00,DC,140.0,Approach,Day,Medium,Ring-billed gull
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/14/96 0:00,Texas,165.0,Approach,Dusk,Medium,Unknown bird - medium
CONTINENTAL AIRLINES,B-737,NEWARK LIBERTY INTL ARPT,0,0,0,None,11/14/96 0:00,New Jersey,,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,A-300,JOHN F KENNEDY INTL,0,0,0,None,11/14/96 0:00,New York,,Approach,Night,Medium,Unknown bird - medium
UNITED AIRLINES,B-767,JOHN F KENNEDY INTL,0,0,0,None,11/14/96 0:00,New York,,Approach,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-400,PHILADELPHIA INTL,0,0,0,None,11/14/96 0:00,Pennsylvania,250.0,Descent,Night,Medium,Unknown bird - medium
BUSINESS,CITATIONJET,TETERBORO AIRPORT,0,0,0,None,11/15/96 0:00,New Jersey,250.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-500,MINETA SAN JOSE INTL,0,0,0,None,11/15/96 0:00,California,150.0,Approach,Night,Small,Unknown bird - small
ASTAR AIR CARGO,B-727-100,JOHN F KENNEDY INTL,0,0,0,None,11/16/96 0:00,New York,135.0,Approach,Night,Medium,Mallard
US AIRWAYS*,DC-9,LAGUARDIA NY,0,0,0,None,11/17/96 0:00,New York,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-83,SAN FRANCISCO INTL ARPT,0,0,0,None,11/17/96 0:00,California,180.0,Climb,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,DALLAS/FORT WORTH INTL ARPT,0,541823,541823,Substantial,11/17/96 0:00,Texas,160.0,Climb,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-200,SAN ANTONIO INTL,0,0,0,None,11/17/96 0:00,Texas,130.0,Landing Roll,Day,Small,Western meadowlark
AMERICAN EAGLE AIRLINES,ATR-72,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/18/96 0:00,Texas,,Landing Roll,Day,Medium,Unknown bird - medium
US AIRWAYS*,DC-9-30,RONALD REAGAN WASHINGTON NATL,0,0,0,None,11/19/96 0:00,DC,130.0,Climb,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,RONALD REAGAN WASHINGTON NATL,0,0,0,None,11/19/96 0:00,DC,210.0,Climb,Night,Medium,Unknown bird - medium
BUSINESS,CITATION II,LOUISVILLE INTL ARPT,0,0,0,None,11/19/96 0:00,Kentucky,80.0,Take-off run,Day,Small,Mourning dove
BUSINESS,C-560,TETERBORO AIRPORT,0,0,0,None,11/20/96 0:00,New Jersey,,Approach,Day,Medium,Red-tailed hawk
AMERICAN AIRLINES,FOKKER F28 MK 1000,LAGUARDIA NY,0,0,0,None,11/20/96 0:00,New York,135.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-767-200,SAN FRANCISCO INTL ARPT,0,0,0,None,11/20/96 0:00,California,145.0,Climb,Day,Medium,Unknown bird - medium
MILITARY,C-141B,HONOLULU INTL ARPT,0,0,0,None,11/20/96 0:00,Hawaii,230.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-200,LAMBERT-ST LOUIS INTL,0,0,0,None,11/20/96 0:00,Missouri,170.0,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/21/96 0:00,Texas,,Climb,Day,Medium,Unknown bird - medium
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,11/21/96 0:00,South Carolina,160.0,Approach,Night,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/22/96 0:00,Texas,,Climb,Dusk,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,WASHINGTON DULLES INTL ARPT,0,0,0,None,11/22/96 0:00,DC,,Climb,Day,Small,Mourning dove
SOUTHWEST AIRLINES,B-737-300,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,11/22/96 0:00,Ohio,170.0,Climb,Night,Small,Unknown bird - small
PRIVATELY OWNED,C-172,SALT LAKE CITY INTL,0,0,0,Substantial,11/23/96 0:00,Utah,,Approach,Dawn,Large,Unknown bird - large
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,11/24/96 0:00,South Carolina,230.0,Approach,Day,Medium,Unknown bird or bat
MILITARY,C-17A,CHARLESTON AFB/INTL ARPT,0,0,0,None,11/24/96 0:00,South Carolina,130.0,Approach,Dusk,Medium,Unknown bird or bat
HORIZON AIR,FOKKER F28 MK 1000,SACRAMENTO INTL,0,0,0,None,11/26/96 0:00,California,,Approach,Day,Medium,Unknown bird - medium
US AIRWAYS*,FOKKER F28 MK 1000,GREATER PITTSBURGH,0,0,0,None,11/27/96 0:00,Pennsylvania,130.0,Approach,Night,Large,Unknown bird - large
US AIRWAYS*,B-737-300,WASHINGTON DULLES INTL ARPT,0,0,0,Minor,11/27/96 0:00,DC,140.0,Take-off run,Day,Medium,Ring-billed gull
AMERICAN AIRLINES,B-757-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,11/28/96 0:00,Texas,160.0,Climb,Day,Small,Horned lark
SOUTHWEST AIRLINES,B-737-300,AUSTIN-BERGSTROM INTL,0,0,0,None,11/29/96 0:00,Texas,210.0,Descent,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,ORLANDO INTL,0,0,0,Minor,12/1/96 0:00,Florida,141.0,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,ORLANDO INTL,0,0,0,Substantial,12/2/96 0:00,Florida,142.0,Approach,Day,Large,Unknown bird - large
ATLANTIC COAST AIRLINES,BA-41 JETSTR,WASHINGTON DULLES INTL ARPT,0,0,0,Substantial,12/2/96 0:00,DC,100.0,Take-off run,Day,Small,European starling
ATLANTIC COAST AIRLINES,BA-31 JETSTR,WASHINGTON DULLES INTL ARPT,0,0,0,None,12/2/96 0:00,DC,120.0,Climb,Day,Small,European starling
MILITARY,C-141,CHARLESTON AFB/INTL ARPT,0,0,0,None,12/2/96 0:00,South Carolina,120.0,Take-off run,Day,Small,Killdeer
UNITED AIRLINES,B-737-500,SAN FRANCISCO INTL ARPT,0,0,0,Substantial,12/4/96 0:00,California,90.0,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,NEW ORLEANS INTL,0,0,0,None,12/4/96 0:00,Louisiana,,Take-off run,Day,Medium,Red-tailed hawk
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,12/4/96 0:00,Louisiana,130.0,Take-off run,Dusk,Medium,Unknown bird or bat
FEDEX EXPRESS,B-727,MEMPHIS INTL,0,0,0,None,12/5/96 0:00,Tennessee,140.0,Approach,Day,Medium,Unknown bird - medium
UNKNOWN,ATR-42,LAMBERT-ST LOUIS INTL,0,0,0,None,12/5/96 0:00,Missouri,80.0,Landing Roll,Dawn,Small,Rock pigeon
SOUTHWEST AIRLINES,B-737-300,SACRAMENTO INTL,0,0,0,None,12/5/96 0:00,California,135.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,12/5/96 0:00,Texas,140.0,Approach,Day,Small,Blackbirds
EXPRESSJET (CONTINENTAL EXPRS),BE-1900,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,12/7/96 0:00,Ohio,160.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,FOKKER F100,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,12/7/96 0:00,Texas,140.0,Approach,Night,Small,Unknown bird - small
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,12/9/96 0:00,Hawaii,130.0,Climb,Day,Small,Unknown bird - small
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,12/10/96 0:00,Louisiana,160.0,Approach,Dusk,Medium,Unknown bird or bat
DELTA AIR LINES,B-767,SALT LAKE CITY INTL,0,0,0,None,12/10/96 0:00,Utah,,Approach,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-400,ORLANDO INTL,0,0,0,None,12/10/96 0:00,Florida,140.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,LAGUARDIA NY,0,0,0,None,12/11/96 0:00,New York,150.0,Climb,Day,Medium,Unknown bird - medium
BUSINESS,BE-200 KING,SACRAMENTO INTL,0,0,0,None,12/12/96 0:00,California,160.0,Approach,Night,Large,Unknown bird - large
CONTINENTAL AIRLINES,DC-10,ORLANDO INTL,0,0,0,None,12/12/96 0:00,Florida,250.0,Climb,Day,Medium,Unknown bird - medium
UPS AIRLINES,DC-8,LOUISVILLE INTL ARPT,0,0,0,None,12/12/96 0:00,Kentucky,70.0,Take-off run,Day,Small,European starling
AMERICAN AIRLINES,B-767-300,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,12/12/96 0:00,Texas,130.0,Landing Roll,Dusk,Small,Unknown bird - small
UNITED AIRLINES,B-727,SACRAMENTO INTL,0,0,0,None,12/13/96 0:00,California,,Approach,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737,LIHUE ARPT,0,0,0,None,12/13/96 0:00,Hawaii,100.0,Landing Roll,Day,Medium,Unknown bird - medium
BUSINESS,C-310,MINETA SAN JOSE INTL,0,0,0,Medium,12/13/96 0:00,California,160.0,Climb,Night,Medium,Unknown bird - medium
UPS AIRLINES,B-727-200,LOUISVILLE INTL ARPT,0,0,0,None,12/13/96 0:00,Kentucky,170.0,Approach,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,12/14/96 0:00,Hawaii,135.0,Approach,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,LAGUARDIA NY,0,0,0,None,12/14/96 0:00,New York,140.0,Climb,Day,Small,Unknown bird - small
CONTINENTAL AIRLINES,B-737-300,LAMBERT-ST LOUIS INTL,0,0,0,None,12/15/96 0:00,Missouri,180.0,Approach,Night,Large,Unknown bird - large
DELTA AIR LINES,B-727,METRO OAKLAND INTL,0,0,0,None,12/15/96 0:00,California,160.0,Climb,Dusk,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-200,KANSAS CITY INTL,0,0,0,Substantial,12/15/96 0:00,Missouri,145.0,Climb,Day,Small,Rock pigeon
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,12/16/96 0:00,Hawaii,,Climb,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737,LIHUE ARPT,0,0,0,None,12/16/96 0:00,Hawaii,120.0,Landing Roll,Day,Small,Unknown bird - small
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,12/17/96 0:00,Hawaii,125.0,Approach,Day,Small,Unknown bird - small
NORTHWEST AIRLINES,B-757-200,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,12/18/96 0:00,Minnesota,140.0,Approach,Day,Large,Canada goose
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,12/18/96 0:00,Louisiana,140.0,Approach,Dusk,Medium,Unknown bird or bat
EXPRESSJET (CONTINENTAL EXPRS),BE-1900,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,12/18/96 0:00,Texas,180.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,FOKKER F100,ATLANTA INTL,0,0,0,None,12/19/96 0:00,Georgia,190.0,Climb,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,12/19/96 0:00,Hawaii,130.0,Approach,Day,Small,Unknown bird - small
BUSINESS,B-747-1/200,SAN FRANCISCO INTL ARPT,0,0,0,None,12/20/96 0:00,California,130.0,Approach,Night,Medium,Unknown bird - medium
HORIZON AIR,FOKKER F28 MK 1000,SACRAMENTO INTL,0,0,0,None,12/21/96 0:00,California,,Take-off run,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,12/21/96 0:00,Hawaii,130.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,SACRAMENTO INTL,0,0,0,None,12/22/96 0:00,California,,Take-off run,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737,LIHUE ARPT,0,0,0,None,12/22/96 0:00,Hawaii,,Landing Roll,Day,Small,Zebra dove
HAWAIIAN AIR,DC-9,LIHUE ARPT,0,0,0,None,12/22/96 0:00,Hawaii,,Landing Roll,Day,Small,Zebra dove
SOUTHWEST AIRLINES,B-737-300,SACRAMENTO INTL,0,0,0,Minor,12/23/96 0:00,California,,Approach,Night,Large,Unknown bird - large
SOUTHWEST AIRLINES,B-737-300,CLEVELAND-HOPKINS INTL ARPT,0,0,0,None,12/23/96 0:00,Ohio,138.0,Approach,Dusk,Small,Unknown bird - small
AMERICA WEST AIRLINES,B-737-300,PORT COLUMBUS INTL,0,0,0,None,12/24/96 0:00,Ohio,120.0,Landing Roll,Dawn,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,PORTLAND INTL (OR),0,0,0,None,12/26/96 0:00,Oregon,150.0,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,LOUISVILLE INTL ARPT,0,0,0,None,12/26/96 0:00,Kentucky,122.0,Climb,Day,Small,European starling
AMERICAN AIRLINES,B-727,NEW ORLEANS INTL,0,0,0,None,12/28/96 0:00,Louisiana,155.0,Take-off run,Dawn,Medium,Unknown bird - medium
AMERICAN EAGLE AIRLINES,ATR-72,HOUSTON-HOBBY,0,0,0,None,12/28/96 0:00,Texas,125.0,Approach,Day,Small,Unknown bird - small
UNITED AIRLINES,B-727,RONALD REAGAN WASHINGTON NATL,0,0,0,None,12/30/96 0:00,DC,,Climb,Night,Medium,Unknown bird - medium
UNITED AIRLINES,B-737,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,12/31/96 0:00,Texas,,Climb,Day,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,1/1/97 0:00,Hawaii,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,1/2/97 0:00,Texas,,Take-off run,Day,Medium,Unknown bird - medium
ATLANTIC COAST AIRLINES,BA-41 JETSTR,WASHINGTON DULLES INTL ARPT,0,0,0,None,1/2/97 0:00,DC,130.0,Approach,Day,Small,European starling
SOUTHWEST AIRLINES,B-737-300,SACRAMENTO INTL,0,0,0,Minor,1/3/97 0:00,California,210.0,Climb,Night,Large,Unknown bird - large
SOUTHWEST AIRLINES,B-737,SACRAMENTO INTL,0,0,0,Substantial,1/3/97 0:00,California,,Climb,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,SACRAMENTO INTL,0,148743,148743,Substantial,1/3/97 0:00,California,,Approach,Night,Medium,Mallard
HAWAIIAN AIR,DC-9-50,LIHUE ARPT,0,0,0,None,1/3/97 0:00,Hawaii,120.0,Landing Roll,Dawn,Small,Pacific golden-plover
DELTA AIR LINES,B-727,LOUISVILLE INTL ARPT,0,0,0,Minor,1/3/97 0:00,Kentucky,140.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,B-737,ORLANDO INTL,0,0,0,None,1/4/97 0:00,Florida,,Take-off run,Day,Large,Unknown bird - large
EXPRESSJET (CONTINENTAL EXPRS),ATR-42,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,1/5/97 0:00,Texas,210.0,Approach,Night,Medium,Unknown bird - medium
AMERICA WEST AIRLINES,B-737-300,SALT LAKE CITY INTL,0,0,0,Minor,1/7/97 0:00,Utah,,Climb,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-727-200,LAGUARDIA NY,0,0,0,None,1/7/97 0:00,New York,135.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,1/9/97 0:00,Louisiana,,Approach,Dusk,Medium,Unknown bird or bat
US AIRWAYS*,B-737-400,FORT LAUDERDALE/HOLLYWOOD INTL,0,0,0,None,1/9/97 0:00,Florida,150.0,Approach,Day,Small,Unknown bird - small
UNITED AIRLINES,B-757-200,DENVER INTL AIRPORT,0,0,0,None,1/10/97 0:00,Colorado,,Approach,Night,Small,Unknown bird - small
UNITED AIRLINES,B-737-300,SEATTLE-TACOMA INTL,0,0,0,None,1/11/97 0:00,Washington,,Approach,Night,Medium,Unknown bird - medium
UNITED AIRLINES,B-737-500,SACRAMENTO INTL,0,0,0,None,1/12/97 0:00,California,,Landing Roll,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-767-200,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,1/12/97 0:00,North Carolina,200.0,Approach,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-737,SALT LAKE CITY INTL,0,0,0,None,1/13/97 0:00,Utah,,Approach,Day,Medium,Unknown bird - medium
HAWAIIAN AIR,DC-9,LIHUE ARPT,0,0,0,None,1/13/97 0:00,Hawaii,,Landing Roll,Day,Small,Barn owl
AMERICAN AIRLINES,MD-82,SALT LAKE CITY INTL,0,0,0,None,1/14/97 0:00,Utah,140.0,Approach,Day,Small,Unknown bird - small
DELTA AIR LINES,B-757-200,SALT LAKE CITY INTL,0,0,0,None,1/14/97 0:00,Utah,135.0,Landing Roll,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,SALT LAKE CITY INTL,0,0,0,None,1/16/97 0:00,Utah,110.0,Take-off run,Day,Small,Unknown bird - small
SKYWEST AIRLINES,EMB-120,SACRAMENTO INTL,0,0,0,Minor,1/17/97 0:00,California,170.0,Approach,Night,Medium,Unknown bird - medium
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,1/19/97 0:00,Louisiana,,Approach,Night,Medium,Unknown bird or bat
COMAIR AIRLINES,CL-RJ100/200,NEW ORLEANS INTL,0,0,0,None,1/19/97 0:00,Louisiana,142.0,Approach,Day,Small,Unknown bird - small
MILITARY,B-52H,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,1/21/97 0:00,Louisiana,160.0,Approach,Day,Medium,Unknown bird or bat
UNITED AIRLINES,B-737,NEW ORLEANS INTL,0,0,0,None,1/21/97 0:00,Louisiana,,Approach,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737-200,HONOLULU INTL ARPT,0,0,0,None,1/24/97 0:00,Hawaii,126.0,Approach,Dawn,Medium,Unknown bird - medium
MILITARY,T-1A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,1/24/97 0:00,Louisiana,140.0,Climb,Day,Medium,Unknown bird or bat
AMERICA WEST AIRLINES,A-320,RONALD REAGAN WASHINGTON NATL,0,0,0,Substantial,1/25/97 0:00,DC,145.0,Climb,Day,Medium,Ring-billed gull
SOUTHWEST AIRLINES,B-737-300,CHICAGO MIDWAY INTL ARPT,0,0,0,None,1/25/97 0:00,Illinois,145.0,Climb,Day,Medium,Unknown bird - medium
AMERICA WEST AIRLINES,B-737,SACRAMENTO INTL,0,0,0,None,1/25/97 0:00,California,,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,FOKKER F100,WASHINGTON DULLES INTL ARPT,0,0,0,None,1/25/97 0:00,DC,128.0,Take-off run,Day,Medium,Ring-billed gull
DELTA AIR LINES,MD-80,LAGUARDIA NY,0,0,0,None,1/26/97 0:00,New York,,Approach,Dusk,Medium,Unknown bird - medium
FEDEX EXPRESS,C-208,SACRAMENTO INTL,2893,4050,6943,Minor,1/27/97 0:00,California,120.0,Approach,Night,Medium,Unknown bird - medium
